"Wahlkreis-
schlüssel",Wahlkreisname,Wahlvorschlagsträger,"Listenplatz-
nummer","Bewerber im
Stimmkreis",Titel,(Adels)zusatz,Vorname,Nachname,Geburtsjahr
5,Mittelfranken,SPD,219,,,,Martina,Borgendale,1979
5,Mittelfranken,SPD,220,,,,Andreas,Schermeyer,1993
5,Mittelfranken,SPD,221,,,,Manuela,Biersack,1967
5,Mittelfranken,SPD,222,,,,Lukas,Ott,1999
5,Mittelfranken,SPD,223,,,,Svenja,Spiegel-Schmidt,1997
5,Mittelfranken,SPD,224,,,,Stefan,Fleischmann,1977
5,Mittelfranken,FREIE WÄHLER,301,505,Dr.,,Peter,Bauer,1949
5,Mittelfranken,FREIE WÄHLER,302,510,,,Gabi,Schmidt,1968
5,Mittelfranken,FREIE WÄHLER,303,506,,,Wolfgang,Hauber,1959
5,Mittelfranken,FREIE WÄHLER,304,512,,,Thomas,Schneider,1965
5,Mittelfranken,FREIE WÄHLER,305,511,,,Angelika,Feisthammel,1962
5,Mittelfranken,FREIE WÄHLER,306,507,,,Christian,Enz,1979
5,Mittelfranken,FREIE WÄHLER,307,508,Dr.,,Gunther,Moll,1957
5,Mittelfranken,FREIE WÄHLER,308,501,,,Jürgen,Dörfler,1961
5,Mittelfranken,FREIE WÄHLER,309,509,,,Stephan,Beck,1969
5,Mittelfranken,FREIE WÄHLER,310,504,,,Alexander,Schenkel,1971
5,Mittelfranken,FREIE WÄHLER,311,503,,,Marco,Meier,1993
5,Mittelfranken,FREIE WÄHLER,312,502,,,Marion,Kuhnert,1969
5,Mittelfranken,FREIE WÄHLER,313,,,,Michael,Vogel,1954
5,Mittelfranken,FREIE WÄHLER,314,,,,Jürgen,Niedermann,1963
5,Mittelfranken,FREIE WÄHLER,315,,,,Hermann,Kratzer,1962
5,Mittelfranken,FREIE WÄHLER,316,,,,Felix,Kißlinger,1980
5,Mittelfranken,FREIE WÄHLER,317,,,,Stefan-Hans,Tiefel,1984
5,Mittelfranken,FREIE WÄHLER,318,,,,Michael,Schölkopf,1983
5,Mittelfranken,FREIE WÄHLER,319,,,,Heidi,Lau,1954
5,Mittelfranken,FREIE WÄHLER,320,,,,Holger,Riedelbauch,1969
5,Mittelfranken,FREIE WÄHLER,321,,,,Michael,Vahldiek,1964
5,Mittelfranken,FREIE WÄHLER,322,,,,Gabi,Bleisteiner,1954
5,Mittelfranken,FREIE WÄHLER,323,,,,Christian,Huber,1982
5,Mittelfranken,FREIE WÄHLER,324,,,,Otto,Sparrer,1951
5,Mittelfranken,GRÜNE,401,504,,,Verena,Osgyan,1971
5,Mittelfranken,GRÜNE,402,505,,,Martin,Stümpfig,1970
5,Mittelfranken,GRÜNE,403,509,,,Barbara,Fuchs,1960
5,Mittelfranken,GRÜNE,404,501,,,Markus,Ganserer,1977
5,Mittelfranken,GRÜNE,405,503,Dr.,,Sabine,Weigand,1961
5,Mittelfranken,GRÜNE,406,508,,,Christian,Zwanziger,1987
5,Mittelfranken,GRÜNE,407,511,,,Gabriele,Drechsler,1959
5,Mittelfranken,GRÜNE,408,502,,,Elmar,Hayn,1971
5,Mittelfranken,GRÜNE,409,507,,,Astrid,Marschall,1968
5,Mittelfranken,GRÜNE,410,510,,,André,Höftmann,1996
5,Mittelfranken,GRÜNE,411,,,,Gabriela,Schaaf,1965
5,Mittelfranken,GRÜNE,412,512,,,Andreas,Hofmann,1964
5,Mittelfranken,GRÜNE,413,,,,Heidemarie,Deffner,1964
5,Mittelfranken,GRÜNE,414,506,,,Winfried,Kucher,1953
5,Mittelfranken,GRÜNE,415,,,,Cornelia,Thomas,1953
5,Mittelfranken,GRÜNE,416,,,,Peter,Weierich,1964
5,Mittelfranken,GRÜNE,417,,,,Eva,Hammer,1953
5,Mittelfranken,GRÜNE,418,,,,Klaus,Neunhoeffer,1955
5,Mittelfranken,GRÜNE,419,,,,Anja,Herling,1979
5,Mittelfranken,GRÜNE,420,,,,Tom,Aurnhammer,1966
5,Mittelfranken,GRÜNE,421,,,,Karin,Peucker-Göbel,1961
5,Mittelfranken,GRÜNE,422,,,,Achim,Schubarth,1963
5,Mittelfranken,GRÜNE,423,,,,Isa,Romstoeck,1949
5,Mittelfranken,GRÜNE,424,,,,René,Reichel,1982
5,Mittelfranken,FDP,501,508,,,Matthias,Fischbach,1988
5,Mittelfranken,FDP,502,505,,,Alexander,Hanel,1977
5,Mittelfranken,FDP,503,501,Dr.,,Jan,Dunker,1966
5,Mittelfranken,FDP,504,504,,,Ümit,Sormaz,1979
5,Mittelfranken,FDP,505,,,,Johanna,Mathes,1988
5,Mittelfranken,FDP,506,511,,,Luca,Scharf,1998
5,Mittelfranken,FDP,507,502,,,Andreas,Neuner,1968
5,Mittelfranken,FDP,508,,,,Daniela,Rißmann,1987
5,Mittelfranken,FDP,509,512,,,Stefan,Stromberger,1988
5,Mittelfranken,FDP,510,,Dr.,,Walburga,Kumar,1939
5,Mittelfranken,FDP,511,506,,,Gabriele,Bartram,1951
5,Mittelfranken,FDP,512,,Dr.,,Annette,Rotermund-Fritsche,1954
5,Mittelfranken,FDP,513,507,,,Boulent,Ekrem,1978
5,Mittelfranken,FDP,514,,,,Agnes,Meier,1965
5,Mittelfranken,FDP,515,509,,,Stephan,Eichmann,1977
5,Mittelfranken,FDP,516,,,,Sabine,Endres,1985
5,Mittelfranken,FDP,517,510,,,Franz,Fleischer,1954
5,Mittelfranken,FDP,518,,,,Nils,Ahrens,1963
5,Mittelfranken,FDP,519,,,von,Sebastian,Meding,1970
5,Mittelfranken,FDP,520,,,Freiherr von,Carl Heimeran,Lerchenfeld,1958
5,Mittelfranken,FDP,521,,Dr.,,Christoph,Eipper,1962
5,Mittelfranken,FDP,522,,,,Ralf,Markert,1961
5,Mittelfranken,FDP,523,503,,,Bernd,List,1965
5,Mittelfranken,FDP,524,,,,Edith,Heußer,1988
5,Mittelfranken,DIE LINKE,601,509,,,Niklas,Haupt,1986
5,Mittelfranken,DIE LINKE,602,504,,,Debora,Pihan,1983
5,Mittelfranken,DIE LINKE,603,501,,,Gizem,Fesli,1993
5,Mittelfranken,DIE LINKE,604,502,,,Uwe,Halla,1979
5,Mittelfranken,DIE LINKE,605,,,,Angelika,Lüdemann,1952
5,Mittelfranken,DIE LINKE,606,503,,,Stefan,Gerbig,1983
5,Mittelfranken,DIE LINKE,607,,,,Sibylle,Trenkner,1967
5,Mittelfranken,DIE LINKE,608,507,,,Lukas,Eitel,1998
5,Mittelfranken,DIE LINKE,609,,,,Christiane,Feldmann,1966
5,Mittelfranken,DIE LINKE,610,,,,Harald,Weinberg,1957
5,Mittelfranken,DIE LINKE,611,,,,Mechthild,Greim,1956
5,Mittelfranken,DIE LINKE,612,505,,,Michael,Beuckert,1971
5,Mittelfranken,DIE LINKE,613,,,,Anny,Heike,1948
5,Mittelfranken,DIE LINKE,614,508,,,Anton,Salzbrunn,1953
5,Mittelfranken,DIE LINKE,615,,,,Giesberta,Pirner,1963
5,Mittelfranken,DIE LINKE,616,511,,,René,Wiedmann,1971
5,Mittelfranken,DIE LINKE,617,,,,Tamara,Vigilante Raffa,1975
5,Mittelfranken,DIE LINKE,618,510,,,Henry,Förster,1956
5,Mittelfranken,DIE LINKE,619,,,,Heidi,Müller,1953
5,Mittelfranken,DIE LINKE,620,,,,Ulrich,Schönweiß,1963
5,Mittelfranken,DIE LINKE,621,,,,Christa,Krapf,1950
5,Mittelfranken,DIE LINKE,622,512,,,Tino,Schwarz,1986
5,Mittelfranken,DIE LINKE,623,,,,Anna,Mayer,1987
5,Mittelfranken,DIE LINKE,624,506,,,Heinz,Rettlinger,1955
5,Mittelfranken,BP,701,505,,,Klaus-Peter,Rinke,1954
5,Mittelfranken,BP,702,510,,,Michael,Brendecke,1960
5,Mittelfranken,BP,703,512,,,Josef,Mauderer,1957
5,Mittelfranken,BP,704,504,,,Irmtraud,Bock,1959
5,Mittelfranken,BP,705,507,,,Manfred,Kral,1953
5,Mittelfranken,BP,706,501,,,Werner,Braungardt,1971
5,Mittelfranken,BP,707,503,,,Peter,Hoff,1947
5,Mittelfranken,BP,708,509,,,Fatimah,Brendecke,1965
5,Mittelfranken,BP,709,506,,,Michaela,Weigl,1965
5,Mittelfranken,BP,710,508,,,Rafael,Bogacki,1980
5,Mittelfranken,BP,711,511,,,Martin,Häring,1950
5,Mittelfranken,BP,712,,,,Jonas,Peppenauer,2000
5,Mittelfranken,ÖDP,801,510,,,Jürgen,Osterlänger,1958
5,Mittelfranken,ÖDP,802,508,,,Frank,Höppel,1971
5,Mittelfranken,ÖDP,803,505,,,Günther,Brendle-Behnisch,1956
5,Mittelfranken,ÖDP,804,,,,Maria,Hetzel,1968
5,Mittelfranken,ÖDP,805,504,,,Christian,Rechholz,1972
5,Mittelfranken,ÖDP,806,503,,,Hans,Anschütz,1964
5,Mittelfranken,ÖDP,807,509,Dr.,,Krzysztof,Malowaniec,1955
5,Mittelfranken,ÖDP,808,512,,,Roland,Wolkersdorfer,1968
5,Mittelfranken,ÖDP,809,501,,,Franz,Stryz,1954
5,Mittelfranken,ÖDP,810,506,,,Reinhard,Ebert,1963
5,Mittelfranken,ÖDP,811,511,,,Norbert,Spiegel,1967
5,Mittelfranken,ÖDP,812,507,,,Manfred,Reinhart,1964
5,Mittelfranken,ÖDP,813,502,,,Ludwig,Hager,1968
5,Mittelfranken,ÖDP,814,,,,Claudia,Zankl,1988
5,Mittelfranken,ÖDP,815,,,,Simon,Scherer,1982
5,Mittelfranken,ÖDP,816,,,,Thomas,Schrollinger,1968
5,Mittelfranken,ÖDP,817,,,,Johannes,Maibom,1957
5,Mittelfranken,ÖDP,818,,,,Martin,Klein,1971
5,Mittelfranken,ÖDP,819,,,,Leif,Grahn,1978
5,Mittelfranken,ÖDP,820,,,,Daniela,May,1966
5,Mittelfranken,ÖDP,821,,,,Christian,Stadelmann,1991
5,Mittelfranken,ÖDP,822,,,,Paul,Sichermann,1965
5,Mittelfranken,ÖDP,823,,,,Christian,Ullmann,1954
5,Mittelfranken,ÖDP,824,,,,Heinrich,Ott,1950
5,Mittelfranken,PIRATEN,901,502,,,Matthias,Windisch,1964
5,Mittelfranken,PIRATEN,902,506,,,Markus,Wanger,1983
5,Mittelfranken,PIRATEN,903,508,,,Jürgen,Purzner,1963
5,Mittelfranken,PIRATEN,904,512,,,Wolfgang,Rank,1962
5,Mittelfranken,PIRATEN,905,510,,,Stefan,Warsinke,1993
5,Mittelfranken,PIRATEN,906,509,,,Hilmar,Vogel,1973
5,Mittelfranken,PIRATEN,907,504,,,Florian,Betz,1981
5,Mittelfranken,PIRATEN,908,511,,,Michael,Ceglar,1963
5,Mittelfranken,PIRATEN,909,507,,,Daniel,Radojevic,1981
5,Mittelfranken,PIRATEN,910,503,,,Erich,Turnwald-Kurtz,1956
5,Mittelfranken,PIRATEN,911,505,,,Peter,Reitmaier,1986
5,Mittelfranken,PIRATEN,912,501,,,Hayo,Körber,1983
5,Mittelfranken,DIE FRANKEN,1001,512,,,Robert,Gattenlöhner,1956
5,Mittelfranken,DIE FRANKEN,1002,511,,,Andreas,Brandl,1973
5,Mittelfranken,DIE FRANKEN,1003,502,,,Bianka,Turinsky,1980
5,Mittelfranken,DIE FRANKEN,1004,501,Dr.,,David,Bartlitz,1987
5,Mittelfranken,DIE FRANKEN,1005,504,,,Ulrich,Reinwald,1975
5,Mittelfranken,DIE FRANKEN,1006,,,,Elke,Gattenlöhner,1961
5,Mittelfranken,DIE FRANKEN,1007,510,,,Karola,Kistler,1960
5,Mittelfranken,DIE FRANKEN,1008,505,,,Klaus,Wagner,1967
5,Mittelfranken,DIE FRANKEN,1009,507,,,Carola,Ackermann,1969
5,Mittelfranken,DIE FRANKEN,1010,509,,,Martin,Wagner,1947
5,Mittelfranken,DIE FRANKEN,1011,508,,,Klaus,Sommerkorn,1953
5,Mittelfranken,DIE FRANKEN,1012,,,,Harald,Hirsch,1967
5,Mittelfranken,DIE FRANKEN,1013,,,,Olga,Nikol,1952
5,Mittelfranken,DIE FRANKEN,1014,,,,Christian,Grupe,1971
5,Mittelfranken,DIE FRANKEN,1015,,,,Edeltraud,Haas,1957
5,Mittelfranken,DIE FRANKEN,1016,,,,Roland,Zehner,1959
5,Mittelfranken,DIE FRANKEN,1017,,,,Regina,Raber,1947
5,Mittelfranken,DIE FRANKEN,1018,,,,Franz,Gsänger,1947
5,Mittelfranken,DIE FRANKEN,1019,,,,Roland,Pudalik,1955
5,Mittelfranken,DIE FRANKEN,1020,,,,Werner,Hasenest,1954
5,Mittelfranken,DIE FRANKEN,1021,,,,Ralph,Zagel,1974
5,Mittelfranken,DIE FRANKEN,1022,503,,,Paul,Trutz,1986
5,Mittelfranken,DIE FRANKEN,1023,,,,Marco,Dorsch,1981
5,Mittelfranken,DIE FRANKEN,1024,506,,,Werner,Bloos,1968
5,Mittelfranken,AfD,1101,510,,,Raimund,Swoboda,1950
5,Mittelfranken,AfD,1102,511,Dr.,,Ralph,Müller,1963
5,Mittelfranken,AfD,1103,509,,,Claus-Georg,Pleyer,1967
5,Mittelfranken,AfD,1104,512,,,Ferdinand,Mang,1978
5,Mittelfranken,AfD,1105,508,,,René,Jentzsch,1975
5,Mittelfranken,AfD,1106,505,,,Johannes,Meier,1989
5,Mittelfranken,AfD,1107,506,,,Siegfried,Lang,1964
5,Mittelfranken,AfD,1108,507,,,Michael,Meister,1963
5,Mittelfranken,AfD,1109,501,Dr.,,Wolfgang Marc,Dörner,1960
5,Mittelfranken,AfD,1110,504,,,Matthias,Vogler,1981
5,Mittelfranken,AfD,1111,503,,,Peter,Konrad,1975
5,Mittelfranken,AfD,1112,502,,,Klaus,Wahner,1964
5,Mittelfranken,mut,1201,501,,,Christine,Deutschmann,1967
5,Mittelfranken,mut,1202,511,,,Susanne,Philipp,1964
5,Mittelfranken,mut,1203,508,,,Herbert,Turetschek,1958
5,Mittelfranken,mut,1204,502,,,Andrea,Bullmer,1950
5,Mittelfranken,mut,1205,,,,Wolfgang,Wohlgemuth,1960
5,Mittelfranken,mut,1206,,,,Ute,Wolfram,1960
5,Mittelfranken,mut,1207,,,,Dieter,Flohr,1963
5,Mittelfranken,mut,1208,,,,Dieter,Weberpals,1954
5,Mittelfranken,mut,1209,,,,Rainer,Lengenfelder,1962
5,Mittelfranken,mut,1210,,,,Martina,Schößwender,1971
5,Mittelfranken,mut,1211,,,,Helmut,Keller,1959
5,Mittelfranken,mut,1212,,,,Arwen,Schnack,1981
5,Mittelfranken,mut,1213,,,,Wolfgang,Nißlbeck,1962
5,Mittelfranken,mut,1214,,,,Larissa-Katharina,Philipp,1997
5,Mittelfranken,mut,1215,,,,David,Meier,1988
5,Mittelfranken,mut,1216,,,,Melina,Wohlgemuth,1994
5,Mittelfranken,mut,1217,,,,Manfred,Kindler,1940
5,Mittelfranken,mut,1218,,,,Carina,Wohlgemuth,1989
5,Mittelfranken,mut,1219,,,,Karlheinz,Philipp,1959
5,Mittelfranken,mut,1220,,,,Tobias,Deutschmann,1996
5,Mittelfranken,mut,1221,,,,Renate,Ackermann,1952
5,Mittelfranken,Die PARTEI,1301,512,,,Patrick,Volkert,1988
5,Mittelfranken,Die PARTEI,1302,,,,Julian,Roser,1993
5,Mittelfranken,Die PARTEI,1303,,,,Yannik,Pleick,1998
5,Mittelfranken,Die PARTEI,1304,,,,Simon,Schelte,1995
5,Mittelfranken,Die PARTEI,1305,,Dr.,,Jan,Dörrie,1973
5,Mittelfranken,Die PARTEI,1306,,,,Josefine,Neidnicht,1994
5,Mittelfranken,Die PARTEI,1307,,,,Rainer,Kristuf,1961
5,Mittelfranken,Die PARTEI,1308,,,,Leon,Hubatsch,1998
5,Mittelfranken,Die PARTEI,1309,501,,,Jörg,Knapp,1966
5,Mittelfranken,Gesundheitsforschung,1401,512,,,Andrea,Beyerlein,1958
5,Mittelfranken,Gesundheitsforschung,1402,,,,Stefan,Asbeck,1987
5,Mittelfranken,Gesundheitsforschung,1403,,,,Alexander,Preis,1996
5,Mittelfranken,V-Partei³,1501,512,,,Markus,Streck,1972
5,Mittelfranken,V-Partei³,1502,506,,,Daniel,Moshammer,1988
5,Mittelfranken,V-Partei³,1503,502,,,Simone,Michalko,1975
5,Mittelfranken,V-Partei³,1504,505,,,Amina,Sibai,1987
5,Mittelfranken,V-Partei³,1505,501,,,Daniel,Garratt,1994
5,Mittelfranken,V-Partei³,1506,504,,,Melanie,Näser,1979
5,Mittelfranken,V-Partei³,1507,510,,,Michaela,Fischer,1961
5,Mittelfranken,V-Partei³,1508,511,,,Doris,Dischner,1962
5,Mittelfranken,V-Partei³,1509,509,,,Marie Alin,Erler,1997
5,Mittelfranken,V-Partei³,1510,503,,,Michaela,Maurer,1972
6,Unterfranken,CSU,101,,,,Barbara,Stamm,1944
6,Unterfranken,CSU,102,608,,,Gerhard,Eck,1960
6,Unterfranken,CSU,103,602,Prof.Dr.,,Winfried,Bausback,1965
6,Unterfranken,CSU,104,,,,Juliane,Demar,1993
6,Unterfranken,CSU,105,605,,,Barbara,Becker,1969
6,Unterfranken,CSU,106,601,,,Judith,Gerlach,1985
6,Unterfranken,CSU,107,610,,,Oliver,Jörg,1972
6,Unterfranken,CSU,108,603,,,Sandro,Kirchner,1975
6,Unterfranken,CSU,109,609,,,Manfred,Ländner,1958
6,Unterfranken,CSU,110,607,,,Berthold,Rüth,1958
6,Unterfranken,CSU,111,606,,,Thorsten,Schwab,1975
6,Unterfranken,CSU,112,604,,,Steffen,Vogel,1974
6,Unterfranken,CSU,113,,,,Tibor,Brumme,1970
6,Unterfranken,CSU,114,,,,Timo,Hennig,1988
6,Unterfranken,CSU,115,,,,Steffen,Hörtler,1973
6,Unterfranken,CSU,116,,,,Stephan,Noll,1991
6,Unterfranken,CSU,117,,,,Karin,Passow,1969
6,Unterfranken,CSU,118,,,,Johanna,Rath,1978
6,Unterfranken,CSU,119,,,,Lothar,Zachmann,1967
6,Unterfranken,SPD,201,609,,,Volkmar,Halbleib,1964
6,Unterfranken,SPD,202,602,,,Martina,Fehlner,1960
6,Unterfranken,SPD,203,610,,,Georg,Rosenthal,1946
6,Unterfranken,SPD,204,608,,,Kathi,Petersen,1956
6,Unterfranken,SPD,205,604,,van,René,Eckert,1987
6,Unterfranken,SPD,206,606,,,Sven,Gottschalk,1976
6,Unterfranken,SPD,207,605,Dr.,,Jürgen,Kößler,1977
6,Unterfranken,SPD,208,603,,,Norbert,Schaub,1972
6,Unterfranken,SPD,209,607,,,Jörg,Pischinger,1988
6,Unterfranken,SPD,210,601,,,Michail,Fotokehagias,1989
6,Unterfranken,SPD,211,,,,Sonja,Röhm,1987
6,Unterfranken,SPD,212,,,,Thorsten,Meyerer,1973
6,Unterfranken,SPD,213,,,,Lara,Albert,1995
6,Unterfranken,SPD,214,,,,Eberhard,Grötsch,1950
6,Unterfranken,SPD,215,,,,Martha,Bolkart-Mühlrath,1960
6,Unterfranken,SPD,216,,,,Lutz,Laemmerhold,1949
6,Unterfranken,SPD,217,,,,Johanna,Bamberg-Reinwand,1982
6,Unterfranken,SPD,218,,,,Harald,Schmid,1957
6,Unterfranken,SPD,219,,,,Martina,Braum,1971
6,Unterfranken,FREIE WÄHLER,301,604,,,Gerald,Pittner,1960
6,Unterfranken,FREIE WÄHLER,302,610,,,Manfred,Dülk,1952
6,Unterfranken,FREIE WÄHLER,303,607,,,Bernd,Schötterl,1968
6,Unterfranken,FREIE WÄHLER,304,608,Dr.,,Ulrike,Schneider,1966
6,Unterfranken,FREIE WÄHLER,305,606,,,Anna,Stolz,1982
6,Unterfranken,FREIE WÄHLER,306,602,Dr.,,Hans Jürgen,Fahn,1952
6,Unterfranken,FREIE WÄHLER,307,601,,,Norbert,Ries,1960
6,Unterfranken,FREIE WÄHLER,308,605,,,Frank,Stierhof,1981
6,Unterfranken,FREIE WÄHLER,309,609,,,Thomas,Rützel,1959
6,Unterfranken,FREIE WÄHLER,310,603,,,Matthias,Kleren,1972
6,Unterfranken,FREIE WÄHLER,311,,,,Marco,Pintar,1976
6,Unterfranken,FREIE WÄHLER,312,,,,Cengiz,Zarbo,1983
6,Unterfranken,FREIE WÄHLER,313,,,,Engelbert,Schmid,1953
6,Unterfranken,FREIE WÄHLER,314,,,,Walter,Kern,1944
6,Unterfranken,FREIE WÄHLER,315,,,,Ulrich,Falk,1970
6,Unterfranken,FREIE WÄHLER,316,,,,Norbert,Heinelt,1947
6,Unterfranken,GRÜNE,401,609,,,Kerstin,Celina,1968
6,Unterfranken,GRÜNE,402,610,,,Patrick,Friedl,1970
6,Unterfranken,GRÜNE,403,,,,Birgid,Röder,1962
6,Unterfranken,GRÜNE,404,606,,,Gregor,Münch,1991
6,Unterfranken,GRÜNE,405,,,,Maria,Gößmann,1999
6,Unterfranken,GRÜNE,406,603,,,Yatin,Shah,1978
6,Unterfranken,GRÜNE,407,,,,Anja,Baier,1970
6,Unterfranken,GRÜNE,408,602,,,Stefan,Wagener,1971
6,Unterfranken,GRÜNE,409,,,,Marion,Becker,1958
6,Unterfranken,GRÜNE,410,601,,,Volker,Goll,1961
6,Unterfranken,GRÜNE,411,,,,Karina,Tippe,1964
6,Unterfranken,GRÜNE,412,608,,,Paul,Knoblach,1954
6,Unterfranken,GRÜNE,413,,,,Oliver,Eckardt,1991
6,Unterfranken,GRÜNE,414,607,,,Joachim,Schneider,1962
6,Unterfranken,GRÜNE,415,,,,Tatjana,Bergmann,1972
6,Unterfranken,GRÜNE,416,605,,,Hans,Plate,1963
6,Unterfranken,GRÜNE,417,,,,Petra,Winter,1969
6,Unterfranken,GRÜNE,418,,,,Marc,Selariu,1992
6,Unterfranken,GRÜNE,419,604,,,Birgit,Reder-Zirkelbach,1966
6,Unterfranken,FDP,501,601,Dr.,,Helmut,Kaltenhauser,1961
6,Unterfranken,FDP,502,609,,,Wolfgang,Kuhl,1952
6,Unterfranken,FDP,503,610,,,Wolfram,Fischer,1958
6,Unterfranken,FDP,504,604,,Graf von,Karl Schenk,Stauffenberg,1970
6,Unterfranken,FDP,505,606,,,Peter,Sander,1975
6,Unterfranken,FDP,506,607,,,Frank,Zimmermann,1970
6,Unterfranken,FDP,507,602,,,Peter,Kolb,1957
6,Unterfranken,FDP,508,603,Dr.,,Hans-Joachim,Hofstetter,1958
6,Unterfranken,FDP,509,605,,,Hans,Müller,1958
6,Unterfranken,FDP,510,608,,,Gunnar,Bock,1978
6,Unterfranken,FDP,511,,,,Werner,Jannek,1957
6,Unterfranken,FDP,512,,Dr.,,Heinz,Linduschka,1950
6,Unterfranken,FDP,513,,Dr.,,Astrid,Schenkel,1966
6,Unterfranken,FDP,514,,,,Hartmut,Rausch,1953
6,Unterfranken,FDP,515,,,,Harald,Pascher,1969
6,Unterfranken,FDP,516,,,,Edda,Vorbeck,1979
6,Unterfranken,FDP,517,,,,Patrick-Daniel,Betz,1975
6,Unterfranken,FDP,518,,Dr.,,Holm,Brumme,1958
6,Unterfranken,FDP,519,,,,Thilo,Schneider,1966
6,Unterfranken,DIE LINKE,601,608,,,Robert,Striesow,1987
6,Unterfranken,DIE LINKE,602,605,,,Christine,Pfaff,1963
6,Unterfranken,DIE LINKE,603,,,,Florence,Genheimer,1992
6,Unterfranken,DIE LINKE,604,604,,,Florian,Beck,1984
6,Unterfranken,DIE LINKE,605,,,,Andrea,Greber,1959
6,Unterfranken,DIE LINKE,606,602,,,Tobias,Schäffer,1998
6,Unterfranken,DIE LINKE,607,,,,Angelika,Strobel,1950
6,Unterfranken,DIE LINKE,608,609,,,Kevin-Christopher,Hansen,1990
6,Unterfranken,DIE LINKE,609,,,,Jutta,Greber,1953
6,Unterfranken,DIE LINKE,610,607,,,Georg,Liebl,1947
6,Unterfranken,DIE LINKE,611,,,,Marga,Riedelsheimer,1953
6,Unterfranken,DIE LINKE,612,603,,,Christian,Hänsch,1969
6,Unterfranken,DIE LINKE,613,,,,Doris,Dörnhöfer,1953
6,Unterfranken,DIE LINKE,614,601,,,Peter,Diekmann,1946
6,Unterfranken,DIE LINKE,615,,,,Simone,Barrientos Krauss,1963
6,Unterfranken,DIE LINKE,616,606,,,Stefan,Häuslein,1978
6,Unterfranken,DIE LINKE,617,,,,Matthias,Freund,1967
6,Unterfranken,DIE LINKE,618,610,,,"(Sukov, Leander)","Timm, Martin",1957
6,Unterfranken,DIE LINKE,619,,,,Peter,Siedler,1943
6,Unterfranken,BP,701,605,,,Uwe,Hartmann,1963
6,Unterfranken,BP,702,608,,,Uta,Gilbert,1961
6,Unterfranken,BP,703,604,,,Oliver,Hess,1993
6,Unterfranken,BP,704,603,,,Franz,Sadlo,1948
6,Unterfranken,BP,705,607,,,Christian,Fieger,1993
6,Unterfranken,BP,706,606,,,Matthias,Herberich,1966
6,Unterfranken,BP,707,601,,,Karl-Heinz,Rönninger,1944
6,Unterfranken,BP,708,602,,,Benjamin,Nix,1987
6,Unterfranken,BP,709,609,,,Raimund,Gilbert,1990
6,Unterfranken,BP,710,610,,,Thorsten,Götz,1987
6,Unterfranken,BP,711,,,,Sabine,Götz,1966
6,Unterfranken,BP,712,,,,Birgit,Hartmann,1960
6,Unterfranken,BP,713,,,,Ingrid,Weinmann,1942
6,Unterfranken,BP,714,,,,Felix,Trautmann,1985
6,Unterfranken,BP,715,,,,Ingrid,Lutz,1951
6,Unterfranken,BP,716,,,,Anette,Schneider,1952
6,Unterfranken,BP,717,,,,Jürgen,Rammig,1965
6,Unterfranken,BP,718,,,,Rudolf,Stadel,1956
6,Unterfranken,BP,719,,,,Gertrud,Brennfleck,1952
6,Unterfranken,ÖDP,801,,,,Bernhard,Schmitt,1966
6,Unterfranken,ÖDP,802,,,,Raimund,Binder,1964
6,Unterfranken,ÖDP,803,603,,,Michaela,Reinhard,1974
6,Unterfranken,ÖDP,804,,,,Patrik,Dorsch,1985
6,Unterfranken,ÖDP,805,605,,,Silvia,Paulus-Hildner,1965
6,Unterfranken,ÖDP,806,,,,Dietmar,May,1957
6,Unterfranken,ÖDP,807,610,,von,Wolf,Bodisco,1941
6,Unterfranken,ÖDP,808,607,,,Wolfgang,Winter,1957
6,Unterfranken,ÖDP,809,,,,Bianca,Tröge,1972
6,Unterfranken,ÖDP,810,602,,,Rudolf,Lang,1953
6,Unterfranken,ÖDP,811,609,,,Patricia,Welzenbach,1958
6,Unterfranken,ÖDP,812,,,,Marianne,Krommer,1962
6,Unterfranken,ÖDP,813,604,,,Klemens,Albert,1950
6,Unterfranken,ÖDP,814,,,,Esther,Wagenhäuser,1988
6,Unterfranken,ÖDP,815,608,,,Stefan,Bretscher,1969
6,Unterfranken,ÖDP,816,,,,Katrin,Bauer,1972
6,Unterfranken,ÖDP,817,601,,,Walther,Peeters,1951
6,Unterfranken,ÖDP,818,,,,Benno,Friedrich,1969
6,Unterfranken,ÖDP,819,606,,,Herbert,Pröstler,1953
6,Unterfranken,PIRATEN,901,610,,,Michael,Kindermann,1966
6,Unterfranken,PIRATEN,902,606,,,Mirco,Lukas,1990
6,Unterfranken,PIRATEN,903,,,,Benjamin,Wildenauer,1985
6,Unterfranken,PIRATEN,904,,,,Wolfgang,Finke,1956
6,Unterfranken,PIRATEN,905,,,,Maximilian,Winkler,1987
6,Unterfranken,DIE FRANKEN,1001,603,,Freifrau von,Christiane,Thüngen,1941
6,Unterfranken,DIE FRANKEN,1002,609,Dr.,,Herbert,Konrad,1950
6,Unterfranken,DIE FRANKEN,1003,604,,,Horst,Fischer,1955
6,Unterfranken,DIE FRANKEN,1004,601,,,Franz,Weber,1953
6,Unterfranken,DIE FRANKEN,1005,,,,Mechthild,Wagner-Blind,1946
6,Unterfranken,DIE FRANKEN,1006,,,,Peter,Wagner,1943
6,Unterfranken,DIE FRANKEN,1007,,,Freifrau von,Nadja,Thüngen,1970
